"order_id","lab_number","fribble_set","complexity_order","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_order","time_order_index","file_name"
225,15,"set_1","order_2","base_rev","rev",1,"fribble_first",0,"loc_order_1",1,"order_225.csv"
226,15,"set_1","order_2","base_rev","rev",1,"fractal_first",0,"loc_order_1",1,"order_226.csv"
227,15,"set_1","order_2","base_rev","rev",1,"fribble_first",1,"loc_order_1",1,"order_227.csv"
228,15,"set_1","order_2","base_rev","rev",1,"fractal_first",1,"loc_order_1",1,"order_228.csv"
229,15,"set_1","order_2","base_rev","rev",1,"fribble_first",0,"loc_order_2",1,"order_229.csv"
230,15,"set_1","order_2","base_rev","rev",1,"fractal_first",0,"loc_order_2",1,"order_230.csv"
231,15,"set_1","order_2","base_rev","rev",1,"fribble_first",1,"loc_order_2",1,"order_231.csv"
232,15,"set_1","order_2","base_rev","rev",1,"fractal_first",1,"loc_order_2",1,"order_232.csv"
233,15,"set_1","order_2","base_rev","rev",1,"fribble_first",0,"loc_order_1",2,"order_233.csv"
234,15,"set_1","order_2","base_rev","rev",1,"fractal_first",0,"loc_order_1",2,"order_234.csv"
235,15,"set_1","order_2","base_rev","rev",1,"fribble_first",1,"loc_order_1",2,"order_235.csv"
236,15,"set_1","order_2","base_rev","rev",1,"fractal_first",1,"loc_order_1",2,"order_236.csv"
237,15,"set_1","order_2","base_rev","rev",1,"fribble_first",0,"loc_order_2",2,"order_237.csv"
238,15,"set_1","order_2","base_rev","rev",1,"fractal_first",0,"loc_order_2",2,"order_238.csv"
239,15,"set_1","order_2","base_rev","rev",1,"fribble_first",1,"loc_order_2",2,"order_239.csv"
240,15,"set_1","order_2","base_rev","rev",1,"fractal_first",1,"loc_order_2",2,"order_240.csv"
