"order_id","lab_number","fribble_set","complexity_order","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_order","time_order_index","file_name"
625,40,"set_2","order_2","base_rev","base",3,"fribble_first",0,"loc_order_1",1,"order_625.csv"
626,40,"set_2","order_2","base_rev","base",3,"fractal_first",0,"loc_order_1",1,"order_626.csv"
627,40,"set_2","order_2","base_rev","base",3,"fribble_first",1,"loc_order_1",1,"order_627.csv"
628,40,"set_2","order_2","base_rev","base",3,"fractal_first",1,"loc_order_1",1,"order_628.csv"
629,40,"set_2","order_2","base_rev","base",3,"fribble_first",0,"loc_order_2",1,"order_629.csv"
630,40,"set_2","order_2","base_rev","base",3,"fractal_first",0,"loc_order_2",1,"order_630.csv"
631,40,"set_2","order_2","base_rev","base",3,"fribble_first",1,"loc_order_2",1,"order_631.csv"
632,40,"set_2","order_2","base_rev","base",3,"fractal_first",1,"loc_order_2",1,"order_632.csv"
633,40,"set_2","order_2","base_rev","base",3,"fribble_first",0,"loc_order_1",2,"order_633.csv"
634,40,"set_2","order_2","base_rev","base",3,"fractal_first",0,"loc_order_1",2,"order_634.csv"
635,40,"set_2","order_2","base_rev","base",3,"fribble_first",1,"loc_order_1",2,"order_635.csv"
636,40,"set_2","order_2","base_rev","base",3,"fractal_first",1,"loc_order_1",2,"order_636.csv"
637,40,"set_2","order_2","base_rev","base",3,"fribble_first",0,"loc_order_2",2,"order_637.csv"
638,40,"set_2","order_2","base_rev","base",3,"fractal_first",0,"loc_order_2",2,"order_638.csv"
639,40,"set_2","order_2","base_rev","base",3,"fribble_first",1,"loc_order_2",2,"order_639.csv"
640,40,"set_2","order_2","base_rev","base",3,"fractal_first",1,"loc_order_2",2,"order_640.csv"
