"order_id","lab_number","fribble_set","complexity_order","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_order","time_order_index","file_name"
113,8,"set_2","order_2","base_rev","base",1,"fribble_first",0,"loc_order_1",1,"order_113.csv"
114,8,"set_2","order_2","base_rev","base",1,"fractal_first",0,"loc_order_1",1,"order_114.csv"
115,8,"set_2","order_2","base_rev","base",1,"fribble_first",1,"loc_order_1",1,"order_115.csv"
116,8,"set_2","order_2","base_rev","base",1,"fractal_first",1,"loc_order_1",1,"order_116.csv"
117,8,"set_2","order_2","base_rev","base",1,"fribble_first",0,"loc_order_2",1,"order_117.csv"
118,8,"set_2","order_2","base_rev","base",1,"fractal_first",0,"loc_order_2",1,"order_118.csv"
119,8,"set_2","order_2","base_rev","base",1,"fribble_first",1,"loc_order_2",1,"order_119.csv"
120,8,"set_2","order_2","base_rev","base",1,"fractal_first",1,"loc_order_2",1,"order_120.csv"
121,8,"set_2","order_2","base_rev","base",1,"fribble_first",0,"loc_order_1",2,"order_121.csv"
122,8,"set_2","order_2","base_rev","base",1,"fractal_first",0,"loc_order_1",2,"order_122.csv"
123,8,"set_2","order_2","base_rev","base",1,"fribble_first",1,"loc_order_1",2,"order_123.csv"
124,8,"set_2","order_2","base_rev","base",1,"fractal_first",1,"loc_order_1",2,"order_124.csv"
125,8,"set_2","order_2","base_rev","base",1,"fribble_first",0,"loc_order_2",2,"order_125.csv"
126,8,"set_2","order_2","base_rev","base",1,"fractal_first",0,"loc_order_2",2,"order_126.csv"
127,8,"set_2","order_2","base_rev","base",1,"fribble_first",1,"loc_order_2",2,"order_127.csv"
128,8,"set_2","order_2","base_rev","base",1,"fractal_first",1,"loc_order_2",2,"order_128.csv"
