"order_id","lab_number","fribble_set","complexity_order","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_order","time_order_index","file_name"
369,24,"set_2","order_2","base_rev","base",2,"fribble_first",0,"loc_order_1",1,"order_369.csv"
370,24,"set_2","order_2","base_rev","base",2,"fractal_first",0,"loc_order_1",1,"order_370.csv"
371,24,"set_2","order_2","base_rev","base",2,"fribble_first",1,"loc_order_1",1,"order_371.csv"
372,24,"set_2","order_2","base_rev","base",2,"fractal_first",1,"loc_order_1",1,"order_372.csv"
373,24,"set_2","order_2","base_rev","base",2,"fribble_first",0,"loc_order_2",1,"order_373.csv"
374,24,"set_2","order_2","base_rev","base",2,"fractal_first",0,"loc_order_2",1,"order_374.csv"
375,24,"set_2","order_2","base_rev","base",2,"fribble_first",1,"loc_order_2",1,"order_375.csv"
376,24,"set_2","order_2","base_rev","base",2,"fractal_first",1,"loc_order_2",1,"order_376.csv"
377,24,"set_2","order_2","base_rev","base",2,"fribble_first",0,"loc_order_1",2,"order_377.csv"
378,24,"set_2","order_2","base_rev","base",2,"fractal_first",0,"loc_order_1",2,"order_378.csv"
379,24,"set_2","order_2","base_rev","base",2,"fribble_first",1,"loc_order_1",2,"order_379.csv"
380,24,"set_2","order_2","base_rev","base",2,"fractal_first",1,"loc_order_1",2,"order_380.csv"
381,24,"set_2","order_2","base_rev","base",2,"fribble_first",0,"loc_order_2",2,"order_381.csv"
382,24,"set_2","order_2","base_rev","base",2,"fractal_first",0,"loc_order_2",2,"order_382.csv"
383,24,"set_2","order_2","base_rev","base",2,"fribble_first",1,"loc_order_2",2,"order_383.csv"
384,24,"set_2","order_2","base_rev","base",2,"fractal_first",1,"loc_order_2",2,"order_384.csv"
