"lab_number","order_id","trial_number","fribble_set","fractal_set","complexity_order","reverse_order_block","reverse_order_list","time_pair_group","time_order_index","stimulus_type_order","familiar_role","location_order","familiar_stimulus","novel_stimulus","familiar_stimulus_item","novel_stimulus_item","complexity_condition","familiarization_time","familiar_stimulus_path","novel_stimulus_path","familiar_location_1","familiar_location_2","left_image_path_1","right_image_path_1","left_image_path_2","right_image_path_2","test_time_1","test_time_2","familiarization_time_timeout"
39,616,1,"set_1","set_1","order_2","base_rev","base",3,1,"fractal_first",1,"loc_order_2","fractal_complex_pair6_b_bright","fractal_complex_pair6_a_bright","pair6_b","pair6_a","complex",5,"stimuli/images//fractal_complex_pair6_b_bright.png","stimuli/images//fractal_complex_pair6_a_bright.png","left","right","stimuli/images//fractal_complex_pair6_b_bright.png","stimuli/images//fractal_complex_pair6_a_bright.png","stimuli/images//fractal_complex_pair6_a_bright.png","stimuli/images//fractal_complex_pair6_b_bright.png",5,5,10
39,616,2,"set_1","set_1","order_2","base_rev","base",3,1,"fractal_first",1,"loc_order_2","fractal_simple_pair5_b_bright","fractal_simple_pair5_a_bright","pair5_b","pair5_a","simple",15,"stimuli/images//fractal_simple_pair5_b_bright.png","stimuli/images//fractal_simple_pair5_a_bright.png","right","left","stimuli/images//fractal_simple_pair5_a_bright.png","stimuli/images//fractal_simple_pair5_b_bright.png","stimuli/images//fractal_simple_pair5_b_bright.png","stimuli/images//fractal_simple_pair5_a_bright.png",5,5,30
39,616,3,"set_1","set_1","order_2","base_rev","base",3,1,"fractal_first",1,"loc_order_2","fractal_complex_pair4_b_bright","fractal_complex_pair4_a_bright","pair4_b","pair4_a","complex",10,"stimuli/images//fractal_complex_pair4_b_bright.png","stimuli/images//fractal_complex_pair4_a_bright.png","right","left","stimuli/images//fractal_complex_pair4_a_bright.png","stimuli/images//fractal_complex_pair4_b_bright.png","stimuli/images//fractal_complex_pair4_b_bright.png","stimuli/images//fractal_complex_pair4_a_bright.png",5,5,20
39,616,4,"set_1","set_1","order_2","base_rev","base",3,1,"fractal_first",1,"loc_order_2","fractal_simple_pair3_b_bright","fractal_simple_pair3_a_bright","pair3_b","pair3_a","simple",10,"stimuli/images//fractal_simple_pair3_b_bright.png","stimuli/images//fractal_simple_pair3_a_bright.png","left","right","stimuli/images//fractal_simple_pair3_b_bright.png","stimuli/images//fractal_simple_pair3_a_bright.png","stimuli/images//fractal_simple_pair3_a_bright.png","stimuli/images//fractal_simple_pair3_b_bright.png",5,5,20
39,616,5,"set_1","set_1","order_2","base_rev","base",3,1,"fractal_first",1,"loc_order_2","fractal_simple_pair2_b_bright","fractal_simple_pair2_a_bright","pair2_b","pair2_a","simple",15,"stimuli/images//fractal_simple_pair2_b_bright.png","stimuli/images//fractal_simple_pair2_a_bright.png","left","right","stimuli/images//fractal_simple_pair2_b_bright.png","stimuli/images//fractal_simple_pair2_a_bright.png","stimuli/images//fractal_simple_pair2_a_bright.png","stimuli/images//fractal_simple_pair2_b_bright.png",5,5,30
39,616,6,"set_1","set_1","order_2","base_rev","base",3,1,"fractal_first",1,"loc_order_2","fractal_complex_pair1_b_bright","fractal_complex_pair1_a_bright","pair1_b","pair1_a","complex",5,"stimuli/images//fractal_complex_pair1_b_bright.png","stimuli/images//fractal_complex_pair1_a_bright.png","right","left","stimuli/images//fractal_complex_pair1_a_bright.png","stimuli/images//fractal_complex_pair1_b_bright.png","stimuli/images//fractal_complex_pair1_b_bright.png","stimuli/images//fractal_complex_pair1_a_bright.png",5,5,10
39,616,7,"set_1","set_1","order_2","base_rev","base",3,1,"fractal_first",1,"loc_order_2","Gumdrop_Simple","Bowl_Simple","Gumdrop","Bowl","simple",10,"stimuli/images//Gumdrop_Simple.png","stimuli/images//Bowl_Simple.png","left","right","stimuli/images//Gumdrop_Simple.png","stimuli/images//Bowl_Simple.png","stimuli/images//Bowl_Simple.png","stimuli/images//Gumdrop_Simple.png",5,5,20
39,616,8,"set_1","set_1","order_2","base_rev","base",3,1,"fractal_first",1,"loc_order_2","Pumpkin_Complex","Crinkle_Complex","Pumpkin","Crinkle","complex",5,"stimuli/images//Pumpkin_Complex.png","stimuli/images//Crinkle_Complex.png","left","right","stimuli/images//Pumpkin_Complex.png","stimuli/images//Crinkle_Complex.png","stimuli/images//Crinkle_Complex.png","stimuli/images//Pumpkin_Complex.png",5,5,10
39,616,9,"set_1","set_1","order_2","base_rev","base",3,1,"fractal_first",1,"loc_order_2","Arrow_Complex","Pacman_Complex","Arrow","Pacman","complex",15,"stimuli/images//Arrow_Complex.png","stimuli/images//Pacman_Complex.png","right","left","stimuli/images//Pacman_Complex.png","stimuli/images//Arrow_Complex.png","stimuli/images//Arrow_Complex.png","stimuli/images//Pacman_Complex.png",5,5,30
39,616,10,"set_1","set_1","order_2","base_rev","base",3,1,"fractal_first",1,"loc_order_2","Bowtie_Simple","Pyramid_Simple","Bowtie","Pyramid","simple",5,"stimuli/images//Bowtie_Simple.png","stimuli/images//Pyramid_Simple.png","right","left","stimuli/images//Pyramid_Simple.png","stimuli/images//Bowtie_Simple.png","stimuli/images//Bowtie_Simple.png","stimuli/images//Pyramid_Simple.png",5,5,10
39,616,11,"set_1","set_1","order_2","base_rev","base",3,1,"fractal_first",1,"loc_order_2","Cylinder_Simple","SimsDiamond_Simple","Cylinder","SimsDiamond","simple",15,"stimuli/images//Cylinder_Simple.png","stimuli/images//SimsDiamond_Simple.png","left","right","stimuli/images//Cylinder_Simple.png","stimuli/images//SimsDiamond_Simple.png","stimuli/images//SimsDiamond_Simple.png","stimuli/images//Cylinder_Simple.png",5,5,30
39,616,12,"set_1","set_1","order_2","base_rev","base",3,1,"fractal_first",1,"loc_order_2","Diamond_Complex","Tripod_Complex","Diamond","Tripod","complex",10,"stimuli/images//Diamond_Complex.png","stimuli/images//Tripod_Complex.png","right","left","stimuli/images//Tripod_Complex.png","stimuli/images//Diamond_Complex.png","stimuli/images//Diamond_Complex.png","stimuli/images//Tripod_Complex.png",5,5,20
