"order_id","lab_number","fribble_set","complexity_order","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_order","time_order_index","file_name"
289,19,"set_1","order_2","base_block","base",2,"fribble_first",0,"loc_order_1",1,"order_289.csv"
290,19,"set_1","order_2","base_block","base",2,"fractal_first",0,"loc_order_1",1,"order_290.csv"
291,19,"set_1","order_2","base_block","base",2,"fribble_first",1,"loc_order_1",1,"order_291.csv"
292,19,"set_1","order_2","base_block","base",2,"fractal_first",1,"loc_order_1",1,"order_292.csv"
293,19,"set_1","order_2","base_block","base",2,"fribble_first",0,"loc_order_2",1,"order_293.csv"
294,19,"set_1","order_2","base_block","base",2,"fractal_first",0,"loc_order_2",1,"order_294.csv"
295,19,"set_1","order_2","base_block","base",2,"fribble_first",1,"loc_order_2",1,"order_295.csv"
296,19,"set_1","order_2","base_block","base",2,"fractal_first",1,"loc_order_2",1,"order_296.csv"
297,19,"set_1","order_2","base_block","base",2,"fribble_first",0,"loc_order_1",2,"order_297.csv"
298,19,"set_1","order_2","base_block","base",2,"fractal_first",0,"loc_order_1",2,"order_298.csv"
299,19,"set_1","order_2","base_block","base",2,"fribble_first",1,"loc_order_1",2,"order_299.csv"
300,19,"set_1","order_2","base_block","base",2,"fractal_first",1,"loc_order_1",2,"order_300.csv"
301,19,"set_1","order_2","base_block","base",2,"fribble_first",0,"loc_order_2",2,"order_301.csv"
302,19,"set_1","order_2","base_block","base",2,"fractal_first",0,"loc_order_2",2,"order_302.csv"
303,19,"set_1","order_2","base_block","base",2,"fribble_first",1,"loc_order_2",2,"order_303.csv"
304,19,"set_1","order_2","base_block","base",2,"fractal_first",1,"loc_order_2",2,"order_304.csv"
