"order_id","lab_number","fribble_set","complexity_order","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_order","time_order_index","file_name"
161,11,"set_1","order_2","base_block","rev",1,"fribble_first",0,"loc_order_1",1,"order_161.csv"
162,11,"set_1","order_2","base_block","rev",1,"fractal_first",0,"loc_order_1",1,"order_162.csv"
163,11,"set_1","order_2","base_block","rev",1,"fribble_first",1,"loc_order_1",1,"order_163.csv"
164,11,"set_1","order_2","base_block","rev",1,"fractal_first",1,"loc_order_1",1,"order_164.csv"
165,11,"set_1","order_2","base_block","rev",1,"fribble_first",0,"loc_order_2",1,"order_165.csv"
166,11,"set_1","order_2","base_block","rev",1,"fractal_first",0,"loc_order_2",1,"order_166.csv"
167,11,"set_1","order_2","base_block","rev",1,"fribble_first",1,"loc_order_2",1,"order_167.csv"
168,11,"set_1","order_2","base_block","rev",1,"fractal_first",1,"loc_order_2",1,"order_168.csv"
169,11,"set_1","order_2","base_block","rev",1,"fribble_first",0,"loc_order_1",2,"order_169.csv"
170,11,"set_1","order_2","base_block","rev",1,"fractal_first",0,"loc_order_1",2,"order_170.csv"
171,11,"set_1","order_2","base_block","rev",1,"fribble_first",1,"loc_order_1",2,"order_171.csv"
172,11,"set_1","order_2","base_block","rev",1,"fractal_first",1,"loc_order_1",2,"order_172.csv"
173,11,"set_1","order_2","base_block","rev",1,"fribble_first",0,"loc_order_2",2,"order_173.csv"
174,11,"set_1","order_2","base_block","rev",1,"fractal_first",0,"loc_order_2",2,"order_174.csv"
175,11,"set_1","order_2","base_block","rev",1,"fribble_first",1,"loc_order_2",2,"order_175.csv"
176,11,"set_1","order_2","base_block","rev",1,"fractal_first",1,"loc_order_2",2,"order_176.csv"
