"order_id","lab_number","fribble_set","complexity_order","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_order","time_order_index","file_name"
641,41,"set_1","order_1","base_block","rev",3,"fribble_first",0,"loc_order_1",1,"order_641.csv"
642,41,"set_1","order_1","base_block","rev",3,"fractal_first",0,"loc_order_1",1,"order_642.csv"
643,41,"set_1","order_1","base_block","rev",3,"fribble_first",1,"loc_order_1",1,"order_643.csv"
644,41,"set_1","order_1","base_block","rev",3,"fractal_first",1,"loc_order_1",1,"order_644.csv"
645,41,"set_1","order_1","base_block","rev",3,"fribble_first",0,"loc_order_2",1,"order_645.csv"
646,41,"set_1","order_1","base_block","rev",3,"fractal_first",0,"loc_order_2",1,"order_646.csv"
647,41,"set_1","order_1","base_block","rev",3,"fribble_first",1,"loc_order_2",1,"order_647.csv"
648,41,"set_1","order_1","base_block","rev",3,"fractal_first",1,"loc_order_2",1,"order_648.csv"
649,41,"set_1","order_1","base_block","rev",3,"fribble_first",0,"loc_order_1",2,"order_649.csv"
650,41,"set_1","order_1","base_block","rev",3,"fractal_first",0,"loc_order_1",2,"order_650.csv"
651,41,"set_1","order_1","base_block","rev",3,"fribble_first",1,"loc_order_1",2,"order_651.csv"
652,41,"set_1","order_1","base_block","rev",3,"fractal_first",1,"loc_order_1",2,"order_652.csv"
653,41,"set_1","order_1","base_block","rev",3,"fribble_first",0,"loc_order_2",2,"order_653.csv"
654,41,"set_1","order_1","base_block","rev",3,"fractal_first",0,"loc_order_2",2,"order_654.csv"
655,41,"set_1","order_1","base_block","rev",3,"fribble_first",1,"loc_order_2",2,"order_655.csv"
656,41,"set_1","order_1","base_block","rev",3,"fractal_first",1,"loc_order_2",2,"order_656.csv"
