"order_id","lab_number","fribble_set","complexity_order","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_order","time_order_index","file_name"
353,23,"set_1","order_2","base_rev","base",2,"fribble_first",0,"loc_order_1",1,"order_353.csv"
354,23,"set_1","order_2","base_rev","base",2,"fractal_first",0,"loc_order_1",1,"order_354.csv"
355,23,"set_1","order_2","base_rev","base",2,"fribble_first",1,"loc_order_1",1,"order_355.csv"
356,23,"set_1","order_2","base_rev","base",2,"fractal_first",1,"loc_order_1",1,"order_356.csv"
357,23,"set_1","order_2","base_rev","base",2,"fribble_first",0,"loc_order_2",1,"order_357.csv"
358,23,"set_1","order_2","base_rev","base",2,"fractal_first",0,"loc_order_2",1,"order_358.csv"
359,23,"set_1","order_2","base_rev","base",2,"fribble_first",1,"loc_order_2",1,"order_359.csv"
360,23,"set_1","order_2","base_rev","base",2,"fractal_first",1,"loc_order_2",1,"order_360.csv"
361,23,"set_1","order_2","base_rev","base",2,"fribble_first",0,"loc_order_1",2,"order_361.csv"
362,23,"set_1","order_2","base_rev","base",2,"fractal_first",0,"loc_order_1",2,"order_362.csv"
363,23,"set_1","order_2","base_rev","base",2,"fribble_first",1,"loc_order_1",2,"order_363.csv"
364,23,"set_1","order_2","base_rev","base",2,"fractal_first",1,"loc_order_1",2,"order_364.csv"
365,23,"set_1","order_2","base_rev","base",2,"fribble_first",0,"loc_order_2",2,"order_365.csv"
366,23,"set_1","order_2","base_rev","base",2,"fractal_first",0,"loc_order_2",2,"order_366.csv"
367,23,"set_1","order_2","base_rev","base",2,"fribble_first",1,"loc_order_2",2,"order_367.csv"
368,23,"set_1","order_2","base_rev","base",2,"fractal_first",1,"loc_order_2",2,"order_368.csv"
